order_id,restaurant_type,order_size,distance_km,traffic_level,weather,prep_time_min,delivery_time_min
4600,Fast Food,5,1.8,Low,Clear,32,58.4
4601,Fine Dining,2,6.36,Low,Clear,22,65.5
4602,Cafe,7,12.4,Medium,Stormy,10,96.0
4603,Fast Food,2,8.87,Low,Clear,10,49.8
4604,Cafe,3,3.73,High,Stormy,21,86.4
4605,Casual Dining,5,1.08,High,Stormy,14,75.2
4606,Cafe,7,8.52,High,Stormy,6,68.2
4607,Street Food,6,2.43,Medium,Clear,37,69.8
4608,Cafe,6,5.47,Medium,Clear,29,63.5
4609,Fast Food,7,7.9,High,Rainy,5,66.6
4610,Fast Food,6,13.6,Medium,Clear,20,99.1
4611,Cafe,7,1.69,Medium,Clear,30,64.1
4612,Fast Food,5,10.19,Medium,Rainy,16,79.5
4613,Fast Food,7,0.7,Medium,Stormy,13,54.2
4614,Cafe,7,9.63,Medium,Clear,17,71.7
4615,Fine Dining,3,8.5,Medium,Clear,11,63.9
4616,Fine Dining,3,12.27,Medium,Clear,5,55.6
4617,Casual Dining,1,8.21,High,Clear,35,86.5
4618,Fast Food,5,5.61,Medium,Clear,39,80.2
4619,Cafe,5,4.02,Medium,Rainy,28,69.7
4620,Fast Food,3,1.74,Low,Rainy,7,39.5
4621,Street Food,4,8.25,High,Stormy,23,86.7
4622,Fast Food,4,13.38,Low,Clear,8,62.9
4623,Fast Food,1,7.96,Medium,Clear,32,76.2
4624,Fine Dining,4,11.22,High,Rainy,34,106.0
4625,Cafe,4,4.83,Medium,Stormy,8,59.6
4626,Fast Food,4,7.0,Low,Stormy,27,80.0
4627,Fine Dining,2,5.21,Low,Clear,15,45.9
4628,Casual Dining,1,2.08,High,Stormy,8,60.9
4629,Fine Dining,3,6.55,Low,Clear,15,48.7
4630,Fine Dining,4,11.58,Low,Stormy,28,109.3
4631,Fine Dining,6,6.23,Medium,Rainy,24,74.3
4632,Fast Food,7,9.93,Medium,Clear,21,72.9
4633,Fast Food,2,11.5,Medium,Stormy,17,82.0
4634,Casual Dining,4,5.18,Medium,Clear,21,68.1
4635,Street Food,7,12.06,High,Stormy,19,95.7
4636,Street Food,7,5.41,High,Rainy,8,71.7
4637,Street Food,2,4.21,Medium,Rainy,22,52.1
4638,Casual Dining,1,3.73,Low,Clear,13,29.0
4639,Street Food,6,3.4,Medium,Clear,7,44.9
4640,Street Food,6,11.19,Medium,Snowy,31,103.6
4641,Fine Dining,6,13.37,Medium,Clear,22,90.0
4642,Fast Food,4,3.84,Low,Rainy,21,55.1
4643,Fast Food,2,1.74,Medium,Rainy,14,47.6
4644,Fine Dining,6,5.05,High,Rainy,33,85.3
4645,Fine Dining,7,10.04,Medium,Rainy,9,73.8
4646,Fine Dining,7,5.84,Medium,Clear,10,48.1
4647,Fast Food,5,8.46,Medium,Clear,39,96.8
4648,Street Food,5,11.29,Low,Rainy,9,76.8
4649,Fine Dining,2,6.42,Medium,Stormy,19,80.3
4650,Casual Dining,4,15.0,Low,Rainy,31,87.1
4651,Fine Dining,4,4.82,Medium,Clear,37,75.0
4652,Cafe,1,14.68,Medium,Snowy,28,105.8
4653,Fine Dining,1,3.44,Medium,Rainy,25,62.9
4654,Fast Food,6,2.11,Low,Clear,6,36.2
4655,Fine Dining,3,11.39,Low,Rainy,23,75.7
4656,Cafe,7,10.68,Medium,Rainy,22,79.1
4657,Casual Dining,1,12.26,Low,Rainy,14,65.4
4658,Street Food,4,5.48,Low,Rainy,27,69.9
4659,Fine Dining,7,14.0,Medium,Clear,5,65.2
4660,Cafe,3,2.23,Medium,Clear,10,35.3
4661,Cafe,1,0.94,High,Clear,5,39.0
4662,Casual Dining,2,4.86,High,Clear,22,68.6
4663,Fast Food,5,12.06,Low,Clear,31,96.1
4664,Fine Dining,1,10.26,Low,Clear,21,65.1
4665,Cafe,1,6.83,Medium,Rainy,30,78.5
4666,Casual Dining,2,4.22,High,Clear,17,57.5
4667,Street Food,4,1.36,Low,Rainy,14,36.5
4668,Cafe,6,5.39,Medium,Clear,30,67.1
4669,Casual Dining,2,7.17,Medium,Clear,35,73.7
4670,Fast Food,6,10.46,Medium,Clear,27,86.4
4671,Fast Food,1,9.87,Low,Rainy,24,71.8
4672,Cafe,4,14.24,High,Clear,27,99.7
4673,Cafe,3,1.96,Medium,Clear,31,54.9
4674,Fine Dining,1,5.38,Low,Clear,19,47.0
4675,Casual Dining,2,7.48,Low,Clear,15,40.4
4676,Cafe,3,10.23,Low,Stormy,12,72.8
4677,Fine Dining,5,7.68,Medium,Rainy,18,70.2
4678,Fine Dining,3,13.73,Medium,Clear,17,86.6
4679,Cafe,2,9.33,Low,Clear,26,75.1
4680,Fast Food,7,1.08,Medium,Clear,38,53.0
4681,Casual Dining,3,2.15,Medium,Rainy,5,38.9
4682,Casual Dining,2,11.43,Low,Clear,36,88.8
4683,Fast Food,7,10.88,Medium,Rainy,15,93.0
4684,Cafe,1,2.73,Low,Rainy,14,50.8
4685,Casual Dining,7,1.35,Low,Clear,34,69.6
4686,Cafe,4,8.89,Medium,Rainy,16,64.3
4687,Cafe,5,9.72,Low,Clear,38,95.7
4688,Fine Dining,7,2.46,Medium,Clear,29,69.3
4689,Fast Food,4,7.37,High,Clear,8,60.6
4690,Cafe,4,4.93,Low,Clear,25,55.7
4691,Street Food,4,14.0,Low,Rainy,34,110.9
4692,Fast Food,7,3.68,Medium,Rainy,16,56.3
4693,Casual Dining,2,11.13,Low,Snowy,29,89.7
4694,Fine Dining,2,8.01,Low,Clear,23,63.7
4695,Casual Dining,5,0.67,Medium,Clear,6,34.1
4696,Casual Dining,2,8.0,High,Clear,26,78.0
4697,Fast Food,6,1.94,Low,Rainy,34,63.6
4698,Casual Dining,2,10.06,High,Clear,7,58.1
4699,Cafe,2,8.7,Medium,Clear,27,72.2
4700,Casual Dining,2,0.65,Medium,Clear,8,37.8
4701,Fine Dining,1,3.47,Medium,Clear,32,57.0
4702,Fine Dining,5,11.76,Low,Clear,18,70.7
4703,Street Food,6,4.5,Low,Clear,10,40.0
4704,Fine Dining,2,7.74,Low,Clear,10,54.4
4705,Casual Dining,5,5.02,Low,Clear,11,40.2
4706,Fine Dining,3,13.86,High,Clear,17,86.8
4707,Fast Food,1,8.28,Medium,Rainy,5,49.4
4708,Fine Dining,7,10.59,Medium,Clear,28,91.6
4709,Cafe,2,1.71,Medium,Clear,38,53.7
4710,Fast Food,6,1.08,High,Rainy,14,53.4
4711,Street Food,1,4.26,High,Clear,10,47.4
4712,Cafe,6,4.98,Medium,Stormy,8,56.2
4713,Casual Dining,7,10.47,Low,Clear,12,68.8
4714,Casual Dining,7,8.75,Low,Clear,19,53.4
4715,Casual Dining,1,5.93,Low,Clear,16,43.5
4716,Cafe,3,9.98,Low,Rainy,10,75.7
4717,Cafe,5,2.87,Low,Clear,25,38.7
4718,Cafe,1,1.42,High,Clear,36,67.3
4719,Fast Food,4,12.89,High,Clear,36,99.9
4720,Fast Food,7,8.68,Medium,Clear,31,83.5
4721,Casual Dining,3,9.91,Medium,Clear,15,70.5
4722,Fine Dining,7,4.96,Medium,Clear,26,67.4
4723,Casual Dining,4,5.89,Low,Rainy,27,70.6
4724,Street Food,3,1.69,High,Clear,27,61.1
4725,Fast Food,7,12.93,Low,Rainy,31,78.8
4726,Cafe,4,9.09,Medium,Clear,38,77.4
4727,Fast Food,4,1.71,Low,Clear,24,53.2
4728,Cafe,7,12.17,High,Snowy,19,111.8
4729,Street Food,7,6.94,Medium,Rainy,8,69.0
4730,Street Food,6,11.59,Medium,Clear,33,93.6
4731,Fast Food,1,0.68,Low,Clear,15,32.1
4732,Cafe,1,0.92,Medium,Stormy,11,47.6
4733,Street Food,3,2.98,Medium,Stormy,15,57.0
4734,Casual Dining,5,3.56,Low,Rainy,37,66.0
4735,Casual Dining,7,11.58,High,Rainy,34,115.9
4736,Cafe,6,10.75,High,Clear,36,93.5
4737,Fast Food,1,9.43,Medium,Snowy,17,77.2
4738,Street Food,1,13.33,Low,Clear,11,63.9
4739,Fast Food,6,4.08,High,Clear,28,66.3
4740,Casual Dining,2,13.61,Low,Snowy,15,92.5
4741,Street Food,6,13.69,Low,Clear,35,95.7
4742,Fast Food,1,6.8,Low,Clear,18,43.9
4743,Fine Dining,5,1.87,Low,Clear,30,50.2
4744,Cafe,2,11.04,Medium,Rainy,5,60.7
4745,Cafe,4,5.39,Low,Clear,10,38.0
4746,Fine Dining,6,12.03,Medium,Clear,35,97.2
4747,Casual Dining,4,2.87,Medium,Clear,16,39.6
4748,Street Food,2,8.32,Medium,Clear,5,53.5
4749,Cafe,2,7.87,Low,Rainy,10,66.6
4750,Fine Dining,2,1.95,High,Clear,33,71.7
4751,Fine Dining,3,5.77,Medium,Clear,34,71.3
4752,Casual Dining,6,1.73,Low,Clear,17,32.8
4753,Casual Dining,7,7.24,Medium,Clear,34,72.8
4754,Fast Food,5,12.72,Low,Clear,16,70.1
4755,Cafe,5,4.42,Low,Clear,14,46.2
4756,Fast Food,4,11.59,High,Clear,14,83.4
4757,Fine Dining,4,3.16,Low,Clear,22,48.9
4758,Street Food,7,10.27,Medium,Stormy,10,85.6
4759,Street Food,4,13.78,Low,Rainy,12,77.5
4760,Casual Dining,6,5.2,High,Clear,24,59.6
4761,Street Food,1,13.56,Low,Clear,20,83.4
4762,Street Food,4,7.83,Low,Clear,6,44.1
4763,Street Food,2,5.09,Medium,Stormy,15,67.0
4764,Fine Dining,4,13.5,Medium,Clear,28,87.8
4765,Street Food,2,0.96,Medium,Clear,23,55.7
4766,Street Food,3,0.91,Medium,Snowy,8,53.4
4767,Street Food,1,9.2,Low,Clear,7,48.1
4768,Fast Food,1,12.05,Medium,Clear,19,78.7
4769,Fine Dining,7,11.4,Medium,Clear,8,73.0
4770,Casual Dining,6,1.65,Medium,Clear,21,58.2
4771,Fast Food,6,14.28,Low,Clear,13,69.4
4772,Cafe,5,10.69,Medium,Stormy,29,103.7
4773,Fine Dining,3,14.26,High,Clear,5,71.7
4774,Fine Dining,7,5.27,Medium,Rainy,6,55.8
4775,Cafe,6,10.56,Low,Snowy,37,121.0
4776,Cafe,2,12.97,Medium,Rainy,26,85.3
4777,Cafe,3,6.02,Medium,Rainy,16,63.7
4778,Casual Dining,1,14.49,Low,Stormy,31,103.6
4779,Street Food,2,4.34,Medium,Clear,15,46.4
4780,Fine Dining,7,5.08,Medium,Clear,18,52.9
4781,Street Food,7,13.84,Low,Stormy,18,100.0
4782,Street Food,3,14.56,Low,Clear,26,76.0
4783,Cafe,1,4.64,Low,Clear,13,33.8
4784,Casual Dining,6,2.48,Low,Clear,19,49.8
4785,Fast Food,2,11.51,Low,Rainy,37,89.8
4786,Casual Dining,2,13.98,Low,Stormy,23,92.2
4787,Street Food,1,9.21,Low,Clear,35,87.8
4788,Casual Dining,2,9.7,High,Clear,22,70.8
4789,Cafe,6,11.56,Medium,Clear,16,77.7
4790,Fast Food,6,2.72,Medium,Rainy,5,46.6
4791,Cafe,6,14.62,High,Clear,38,106.3
4792,Fast Food,1,5.78,Low,Clear,11,42.3
4793,Street Food,4,9.61,Medium,Clear,6,60.0
4794,Fast Food,4,7.29,Low,Rainy,26,69.5
4795,Fast Food,7,7.29,High,Rainy,8,60.6
4796,Fast Food,7,10.69,Low,Clear,24,92.6
4797,Casual Dining,2,14.92,Low,Rainy,7,77.2
4798,Casual Dining,6,10.06,Low,Clear,13,71.4
4799,Street Food,2,12.01,High,Clear,22,86.7
4800,Fast Food,1,0.9,Low,Clear,20,37.9
4801,Fine Dining,2,12.25,Low,Clear,13,70.9
4802,Street Food,5,4.85,Low,Clear,23,59.5
4803,Fast Food,4,2.34,High,Clear,10,52.1
4804,Fast Food,2,2.14,Medium,Clear,19,37.3
4805,Casual Dining,2,10.36,Medium,Clear,10,56.2
4806,Street Food,3,14.97,Medium,Clear,9,61.4
4807,Fast Food,2,10.16,Medium,Clear,33,96.0
4808,Fast Food,5,4.3,Low,Clear,31,57.1
4809,Street Food,4,3.45,Low,Rainy,30,55.1
4810,Fine Dining,3,8.13,High,Clear,32,97.7
4811,Street Food,1,1.44,Medium,Rainy,36,59.5
4812,Street Food,7,6.29,High,Clear,29,81.0
4813,Fine Dining,1,10.16,Medium,Stormy,11,65.5
4814,Street Food,4,14.53,Medium,Clear,34,103.2
4815,Fast Food,7,6.67,Medium,Clear,35,81.6
4816,Street Food,1,3.4,Medium,Rainy,16,54.8
4817,Fine Dining,5,12.35,Low,Clear,13,66.0
4818,Cafe,2,11.29,Low,Clear,38,97.6
4819,Street Food,4,12.97,Medium,Snowy,7,84.0
4820,Casual Dining,7,3.61,Low,Stormy,32,75.8
4821,Fast Food,3,6.37,Low,Rainy,26,69.3
4822,Fast Food,2,14.73,High,Clear,30,100.7
4823,Casual Dining,1,2.79,High,Rainy,23,62.5
4824,Casual Dining,1,10.24,Medium,Clear,25,85.1
4825,Street Food,3,3.94,Medium,Snowy,14,63.4
4826,Casual Dining,5,7.75,Low,Rainy,20,69.5
4827,Cafe,3,12.11,Medium,Clear,28,83.8
4828,Fine Dining,4,7.58,Medium,Clear,29,73.5
4829,Casual Dining,3,12.18,Medium,Rainy,30,90.3
4830,Casual Dining,1,6.68,High,Rainy,5,48.0
4831,Cafe,5,14.99,Low,Rainy,8,80.1
4832,Fast Food,5,6.82,Low,Snowy,18,78.7
4833,Fast Food,6,2.67,Medium,Clear,28,62.8
4834,Street Food,3,6.33,Medium,Clear,31,69.6
4835,Cafe,4,11.27,Low,Rainy,31,85.2
4836,Fine Dining,1,12.8,High,Clear,28,93.3
4837,Fine Dining,2,7.17,High,Snowy,5,74.8
4838,Cafe,5,9.12,High,Rainy,17,79.3
4839,Fine Dining,3,12.75,High,Snowy,24,127.1
4840,Fast Food,6,12.3,High,Clear,16,84.2
4841,Fine Dining,4,10.04,High,Clear,9,82.5
4842,Fine Dining,4,12.32,Medium,Clear,9,65.4
4843,Cafe,7,8.85,Low,Clear,21,72.6
4844,Cafe,1,0.57,Low,Rainy,14,29.0
4845,Fine Dining,5,1.1,Low,Clear,20,47.2
4846,Casual Dining,1,14.71,Medium,Rainy,28,96.5
4847,Cafe,6,2.6,High,Clear,33,68.4
4848,Street Food,2,6.37,Medium,Rainy,18,67.9
4849,Street Food,2,14.04,Low,Rainy,14,71.8
4850,Fast Food,2,3.33,Low,Snowy,33,77.2
4851,Fine Dining,4,12.73,Low,Clear,32,102.0
4852,Casual Dining,5,12.36,Low,Clear,21,71.2
4853,Fast Food,1,14.8,Low,Stormy,9,71.9
4854,Fine Dining,1,4.58,Low,Clear,6,25.5
4855,Cafe,6,5.07,Low,Clear,13,47.8
4856,Street Food,2,13.59,Medium,Stormy,9,93.1
4857,Casual Dining,5,3.89,Low,Clear,19,35.9
4858,Street Food,5,8.44,Medium,Clear,13,60.1
4859,Cafe,6,10.76,Medium,Clear,29,85.3
4860,Fine Dining,3,4.44,Low,Clear,32,59.8
4861,Cafe,5,14.11,Medium,Rainy,31,110.9
4862,Cafe,5,10.15,Low,Clear,37,67.3
4863,Street Food,1,1.18,Low,Rainy,37,50.7
4864,Casual Dining,6,2.47,High,Clear,12,44.9
4865,Cafe,5,3.27,Medium,Stormy,8,47.4
4866,Street Food,5,4.05,Medium,Clear,35,76.0
4867,Casual Dining,1,11.09,High,Rainy,14,77.7
4868,Fine Dining,5,1.79,High,Stormy,12,66.3
4869,Fine Dining,1,5.58,Low,Rainy,34,79.1
4870,Fast Food,3,13.72,High,Clear,18,101.3
4871,Street Food,4,8.57,High,Clear,39,93.9
4872,Casual Dining,7,4.35,Low,Clear,7,42.3
4873,Cafe,1,14.38,Medium,Rainy,33,96.3
4874,Fine Dining,1,4.04,Low,Clear,20,44.6
4875,Casual Dining,5,13.62,Medium,Rainy,14,91.0
4876,Street Food,1,11.02,Medium,Snowy,8,84.2
4877,Fast Food,6,11.24,Low,Clear,8,60.3
4878,Fine Dining,2,11.59,High,Clear,6,56.7
4879,Casual Dining,2,7.85,High,Stormy,15,70.5
4880,Casual Dining,3,12.31,High,Clear,19,99.2
4881,Casual Dining,1,12.62,Low,Clear,15,83.0
4882,Street Food,6,5.73,Low,Rainy,27,60.3
4883,Street Food,5,6.3,High,Clear,34,91.6
4884,Street Food,5,13.39,Low,Snowy,5,87.3
4885,Cafe,7,8.11,Medium,Rainy,37,90.7
4886,Casual Dining,4,13.07,High,Clear,27,110.8
4887,Fine Dining,3,9.59,Low,Clear,22,70.9
4888,Street Food,6,9.11,Low,Stormy,14,79.5
4889,Street Food,6,0.95,Medium,Rainy,21,55.4
4890,Casual Dining,7,4.53,Low,Clear,11,53.6
4891,Street Food,7,7.78,Medium,Clear,19,70.2
4892,Cafe,5,9.02,Low,Clear,31,87.1
4893,Cafe,4,9.64,Low,Snowy,13,83.4
4894,Street Food,5,10.89,High,Clear,25,83.4
4895,Casual Dining,4,10.02,Medium,Clear,33,102.0
4896,Casual Dining,2,12.8,Medium,Snowy,37,122.5
4897,Casual Dining,6,4.78,Low,Clear,10,48.0
4898,Fast Food,7,9.8,Medium,Clear,29,94.4
4899,Street Food,2,1.24,High,Snowy,39,88.6
4900,Casual Dining,5,7.46,Medium,Clear,21,74.9
4901,Cafe,3,4.39,Medium,Snowy,31,88.7
4902,Fine Dining,1,6.02,Low,Clear,29,53.8
4903,Fine Dining,3,5.64,Medium,Clear,16,52.8
4904,Casual Dining,3,1.38,High,Clear,29,59.7
4905,Fine Dining,1,7.27,High,Snowy,6,68.6
4906,Fine Dining,6,14.92,Medium,Clear,5,67.8
4907,Fast Food,2,4.83,High,Clear,7,44.5
4908,Cafe,2,11.17,Low,Clear,33,80.9
4909,Cafe,6,8.44,Medium,Clear,18,67.6
4910,Fast Food,1,5.22,Low,Rainy,38,60.9
4911,Fast Food,4,1.8,Medium,Clear,26,64.4
4912,Fine Dining,3,3.63,Low,Rainy,19,51.7
4913,Street Food,5,11.84,High,Rainy,14,86.2
4914,Fine Dining,2,4.55,Medium,Clear,13,48.6
4915,Fast Food,6,2.59,Low,Clear,39,68.6
4916,Cafe,5,5.3,Medium,Clear,21,52.4
4917,Fine Dining,7,8.97,Medium,Snowy,22,82.9
4918,Street Food,1,10.7,Low,Clear,29,80.5
4919,Fine Dining,5,6.12,Low,Clear,39,80.0
4920,Casual Dining,5,7.72,Low,Rainy,20,60.4
4921,Fine Dining,3,7.1,Low,Stormy,29,81.8
4922,Fast Food,1,0.63,Medium,Clear,20,36.8
4923,Cafe,5,6.24,Medium,Stormy,28,73.7
4924,Cafe,2,9.02,Medium,Clear,16,64.0
4925,Fast Food,1,8.76,Medium,Clear,39,80.0
4926,Casual Dining,2,11.37,High,Clear,13,75.5
4927,Fast Food,6,10.22,Medium,Rainy,36,98.9
4928,Fine Dining,6,4.51,Medium,Clear,23,62.6
4929,Fast Food,7,4.21,Low,Clear,26,51.3
4930,Fast Food,4,7.23,Low,Clear,38,73.0
4931,Casual Dining,6,11.13,Low,Clear,23,73.4
4932,Fine Dining,5,1.86,Medium,Clear,16,36.3
4933,Street Food,1,14.25,Low,Clear,22,81.3
4934,Street Food,6,8.38,Low,Clear,9,54.1
4935,Cafe,2,4.94,High,Clear,30,59.4
4936,Fast Food,5,10.55,Medium,Clear,31,95.8
4937,Cafe,6,1.15,High,Clear,24,61.6
4938,Casual Dining,3,7.52,High,Clear,12,70.5
4939,Street Food,2,7.55,Low,Clear,20,50.1
4940,Fast Food,7,2.85,High,Clear,6,43.7
4941,Casual Dining,7,12.64,Low,Rainy,5,61.5
4942,Casual Dining,7,12.05,High,Clear,9,88.8
4943,Fast Food,2,2.71,Medium,Clear,35,57.8
4944,Casual Dining,7,5.78,Medium,Rainy,27,78.0
4945,Fast Food,4,1.96,Medium,Clear,25,44.1
4946,Fast Food,3,12.8,Medium,Rainy,16,83.5
4947,Fine Dining,4,5.19,Medium,Clear,8,54.6
4948,Cafe,6,6.87,High,Clear,15,73.1
4949,Casual Dining,3,5.2,High,Clear,13,54.8
4950,Casual Dining,2,5.0,Medium,Snowy,30,92.7
4951,Fine Dining,4,11.34,Medium,Clear,31,103.5
4952,Fine Dining,5,11.34,Low,Stormy,33,100.3
4953,Fine Dining,3,8.01,High,Clear,29,84.5
4954,Street Food,2,10.04,Medium,Snowy,22,89.3
4955,Street Food,1,7.92,High,Clear,34,83.8
4956,Street Food,3,0.91,Medium,Rainy,12,45.6
4957,Fast Food,3,1.46,Low,Rainy,6,29.0
4958,Casual Dining,6,6.06,Low,Rainy,26,75.9
4959,Cafe,5,11.37,Low,Clear,25,66.4
4960,Fast Food,6,13.74,Medium,Rainy,30,109.2
4961,Casual Dining,7,0.93,Low,Rainy,33,59.1
4962,Casual Dining,3,5.84,Medium,Clear,9,44.4
4963,Fine Dining,3,3.74,Low,Rainy,18,60.7
4964,Fine Dining,7,12.32,Low,Clear,39,101.4
4965,Fast Food,5,12.77,Low,Clear,10,70.3
4966,Fine Dining,5,3.49,Low,Rainy,27,69.7
4967,Casual Dining,4,10.81,Low,Rainy,21,95.4
4968,Fine Dining,2,11.11,Medium,Clear,28,101.2
4969,Street Food,2,3.07,Low,Rainy,33,53.8
4970,Fine Dining,4,6.79,Low,Rainy,34,64.4
4971,Casual Dining,2,9.49,High,Clear,28,75.9
4972,Fast Food,3,0.88,Low,Clear,39,74.6
4973,Cafe,4,6.37,High,Rainy,6,56.3
4974,Fine Dining,4,2.75,High,Clear,25,55.0
4975,Casual Dining,2,8.36,Medium,Clear,9,52.9
4976,Cafe,1,12.72,Medium,Clear,39,88.1
4977,Cafe,2,8.11,Low,Rainy,39,85.1
4978,Street Food,6,1.02,Medium,Rainy,23,57.0
4979,Cafe,1,0.93,Medium,Clear,20,38.5
4980,Casual Dining,4,9.28,Low,Clear,29,76.0
4981,Casual Dining,1,5.26,Low,Rainy,20,55.8
4982,Fine Dining,3,8.8,High,Clear,35,95.7
4983,Fine Dining,5,2.87,Low,Stormy,37,80.2
4984,Fine Dining,1,11.76,Medium,Clear,21,69.6
4985,Cafe,6,12.98,Medium,Clear,25,93.1
4986,Cafe,5,13.39,Low,Clear,39,87.3
4987,Street Food,3,4.91,Low,Clear,27,48.5
4988,Fine Dining,6,10.08,Low,Clear,20,72.2
4989,Fast Food,7,4.55,Medium,Snowy,18,97.1
4990,Street Food,5,11.56,Low,Clear,37,101.6
4991,Fast Food,7,2.25,Medium,Rainy,25,58.1
4992,Cafe,3,11.56,Medium,Clear,21,67.2
4993,Street Food,5,6.88,High,Clear,8,58.5
4994,Street Food,5,12.91,Low,Stormy,20,92.6
4995,Casual Dining,2,11.21,Medium,Clear,34,87.3
4996,Cafe,6,5.96,Low,Clear,38,72.2
4997,Cafe,6,13.6,Low,Clear,26,74.8
4998,Street Food,1,4.61,Low,Stormy,33,70.3
4999,Cafe,7,14.52,Medium,Snowy,9,110.2
5000,Street Food,7,11.62,High,Clear,5,75.8
5001,Casual Dining,6,14.86,Low,Rainy,29,106.1
5002,Street Food,6,1.28,Medium,Clear,10,36.2
5003,Cafe,5,4.47,Low,Rainy,27,58.9
5004,Cafe,7,11.25,Medium,Snowy,37,116.9
5005,Street Food,4,13.87,Low,Clear,18,73.9
5006,Street Food,2,0.92,Medium,Rainy,22,49.9
5007,Street Food,1,0.5,Medium,Clear,14,43.6
5008,Fine Dining,2,4.22,Medium,Rainy,16,57.3
5009,Cafe,1,12.87,Low,Clear,27,71.4
5010,Cafe,3,11.62,Medium,Rainy,11,78.8
5011,Fine Dining,5,5.43,Medium,Clear,29,63.2
5012,Street Food,6,0.53,Low,Clear,17,37.7
5013,Casual Dining,6,8.54,Low,Rainy,23,62.1
5014,Street Food,4,3.95,High,Clear,26,63.0
5015,Street Food,7,11.31,High,Clear,15,87.1
5016,Fine Dining,7,6.97,Low,Clear,7,48.8
5017,Cafe,2,10.34,Medium,Clear,23,81.2
5018,Street Food,2,12.86,Medium,Rainy,31,94.3
5019,Cafe,2,8.27,High,Rainy,11,62.6
5020,Fast Food,7,5.37,High,Clear,31,79.4
5021,Cafe,6,11.66,Medium,Rainy,38,110.2
5022,Casual Dining,7,4.35,Low,Rainy,15,61.0
5023,Casual Dining,2,13.43,Medium,Clear,9,67.7
5024,Street Food,5,1.54,Medium,Clear,11,43.6
5025,Cafe,1,12.61,High,Snowy,9,96.8
5026,Street Food,6,1.83,Low,Clear,9,34.9
5027,Fine Dining,5,1.31,Medium,Clear,31,61.9
5028,Casual Dining,3,5.77,Medium,Rainy,33,75.5
5029,Street Food,5,14.37,Low,Rainy,31,100.9
5030,Fine Dining,5,14.76,Medium,Rainy,36,108.2
5031,Street Food,3,3.43,Low,Snowy,29,84.6
5032,Cafe,5,2.66,Medium,Clear,38,61.5
5033,Cafe,1,5.62,Medium,Rainy,19,59.7
5034,Cafe,6,5.39,High,Snowy,38,103.9
5035,Cafe,4,11.51,High,Clear,39,100.0
5036,Fast Food,7,6.94,Low,Rainy,24,75.6
5037,Fine Dining,3,11.81,Low,Clear,28,81.0
5038,Fine Dining,6,11.36,Medium,Clear,38,103.0
5039,Cafe,2,8.89,Medium,Rainy,38,80.4
5040,Fast Food,1,12.59,High,Snowy,31,117.9
5041,Cafe,4,3.34,Low,Clear,25,58.0
5042,Fast Food,1,2.85,High,Clear,37,65.5
5043,Cafe,1,11.38,Medium,Stormy,29,97.8
5044,Casual Dining,2,4.05,Low,Clear,11,36.1
5045,Casual Dining,4,0.54,Low,Rainy,14,37.7
5046,Street Food,7,13.72,High,Clear,14,83.0
5047,Cafe,1,9.53,Medium,Clear,28,62.8
5048,Fine Dining,2,6.95,High,Clear,14,70.4
5049,Street Food,3,11.02,Medium,Clear,30,81.0
5050,Casual Dining,2,5.33,Low,Clear,34,62.1
5051,Cafe,5,14.33,Medium,Clear,31,92.6
5052,Street Food,6,1.49,Low,Clear,23,54.0
5053,Cafe,2,9.79,Medium,Clear,5,47.9
5054,Casual Dining,2,11.77,Low,Clear,37,75.6
5055,Street Food,2,7.3,Medium,Snowy,15,75.6
5056,Casual Dining,7,11.45,Medium,Clear,38,96.6
5057,Fast Food,1,13.94,Low,Clear,20,78.8
5058,Casual Dining,7,11.29,Low,Clear,5,66.7
5059,Cafe,4,4.99,Medium,Clear,32,60.4
5060,Fine Dining,2,8.65,High,Rainy,19,74.4
5061,Casual Dining,2,13.72,Medium,Clear,20,73.7
5062,Fine Dining,5,7.01,Medium,Rainy,36,78.4
5063,Fast Food,5,10.38,Low,Clear,5,57.6
5064,Street Food,3,7.25,Low,Clear,13,55.4
5065,Street Food,3,2.26,Medium,Clear,33,53.0
5066,Fine Dining,5,1.35,Medium,Rainy,29,64.1
5067,Street Food,4,14.31,Medium,Clear,15,87.3
5068,Casual Dining,3,9.38,Medium,Rainy,15,73.0
5069,Fine Dining,6,2.01,Medium,Clear,10,35.1
5070,Cafe,6,12.93,Low,Clear,38,104.0
5071,Casual Dining,4,8.08,Low,Rainy,18,64.4
5072,Casual Dining,5,11.69,Low,Clear,12,61.9
5073,Casual Dining,3,2.34,Low,Rainy,29,66.3
5074,Cafe,2,13.65,High,Clear,8,64.6
5075,Fast Food,5,9.06,Medium,Stormy,35,101.7
5076,Street Food,3,11.2,Medium,Snowy,25,97.5
5077,Fine Dining,4,0.96,High,Rainy,36,77.2
5078,Fast Food,6,5.07,High,Rainy,18,77.6
5079,Fine Dining,4,4.38,Medium,Rainy,32,68.3
5080,Street Food,3,14.27,High,Clear,29,109.0
5081,Cafe,4,3.19,Low,Stormy,32,63.6
5082,Casual Dining,3,10.75,High,Clear,19,76.8
5083,Casual Dining,3,1.12,Low,Clear,26,41.3
5084,Cafe,4,3.37,Medium,Stormy,10,55.1
5085,Fast Food,1,5.41,Low,Rainy,6,48.2
5086,Fast Food,2,12.02,High,Clear,10,81.0
